公司代號,公司名稱,董事會決議日期,買回目的,買回股份總金額上限(依最新財報計算之法定上限),預定買回股數,買回價格區間最低,買回價格區間最高,預定買回期間起,預定買回期間迄,是否執行完畢,本次已買回股數(空白為尚在執行中),本次執行完畢已註銷或轉讓股數,本次已買回股數佔預定買回股數比例(%)(空白為尚在執行中),本次已買回總金額(空白為尚在執行中),本次平均每股買回價格(空白為尚在執行中),本次買回股數佔公司已發行股份總數比例(%)(空白為尚在執行中),本次未執行完畢之原因
2939,凱羿-KY,109/07/13,3,567140000.0,1000000.0,90.0,120.00,2020-07-14,2020-09-13,Y,200000.0,200000.0,20.0,21488909.0,107.44,0.44,因執行買回股份期間，股價已漸趨穩定，基於資金有效運用及股東權益維護之考量，故未全數執行完畢
6655,科定,109/07/14,3,1512037119.0,1800000.0,30.0,52.00,2020-07-15,2020-09-13,Y,1640000.0,1640000.0,91.11,72637222.0,44.29,2.17,買回期間股價逐漸穩定
2402,毅嘉,109/07/27,1,2442050353.0,10000000.0,12.0,18.00,2020-07-28,2020-09-25,Y,10000000.0,,100.0,161328237.0,16.13,3.25,
9946,三發地產,109/07/29,3,3351724192.0,6000000.0,10.75,22.50,2020-07-30,2020-09-17,Y,6000000.0,6000000.0,100.0,103820429.0,17.30,1.99,
2206,三陽工業,109/07/30,3,4645923028.0,7000000.0,15.0,31.00,2020-07-31,2020-09-30,Y,0.0,,0.0,0.0,0.00,0.0,為維護股東權益及兼顧市場機制，視股價變化及成交量狀況採行買回策略，故未執行完畢。
6116,彩晶,109/08/03,1,9391431542.0,150000000.0,6.0,10.00,2020-08-04,2020-09-30,Y,150000000.0,150000000.0,100.0,1279301892.0,8.53,4.79,
1605,華新,109/08/04,3,45184992000.0,60000000.0,11.5,17.50,2020-08-05,2020-10-04,Y,60000000.0,60000000.0,100.0,981916409.0,16.37,1.8,
2338,光罩,109/08/05,1,949944873.0,10000000.0,21.0,40.00,2020-08-06,2020-10-05,Y,10000000.0,7000000.0,100.0,306856414.0,30.69,3.96,
4722,國精化,109/08/07,1,1378215457.0,3000000.0,22.0,30.00,2020-08-08,2020-10-07,Y,2263000.0,,75.43,62470619.0,27.61,2.26,為兼顧市場機制，視股價變化及成交量狀況採行買回策略，故未執行完畢
8478,東哥遊艇,109/08/10,1,1905798923.0,2500000.0,30.0,58.00,2020-08-11,2020-10-08,Y,1063000.0,,42.52,54012889.0,50.81,1.17,市場價格高於庫藏股買回執行價格區間上限，故未全數執行完畢。
1727,中華化,109/08/11,3,177273275.0,2205000.0,7.0,13.00,2020-08-12,2020-10-11,Y,2000000.0,,90.7,21395188.0,10.70,1.81,本公司基於維護股東權益與兼顧市場機制，並考量資金有效運用，故未全數執行完畢
2460,建通,109/08/11,1,514064765.0,3300000.0,9.0,13.00,2020-08-12,2020-10-11,Y,2115000.0,,64.09,25617407.0,12.11,1.25,為兼顧市場機制，本公司視股價變化及成交量狀況，採分批買回策略，且買回期間部分交易日市場價格高於庫藏股買回執行價格區間上限，故未全數執行完畢。
3164,景岳,109/08/11,3,433474014.0,3000000.0,15.72,28.54,2020-08-12,2020-10-11,Y,1507000.0,1507000.0,50.23,36102850.0,23.96,1.72,因公司以穩定及不助漲股價為原則，執行買回股份期間之股價穩定，基於維護股東權益及資金有效運用，故未全數執行完畢。
2929,淘帝-KY,109/08/12,1,4514172000.0,1000000.0,30.0,67.00,2020-08-13,2020-10-12,Y,507000.0,,50.7,17152304.0,33.83,0.53,為兼顧市場機制，依股價及成交量狀況分批買回，故未執行完畢。
5203,訊連,109/08/12,3,2816116637.0,1500000.0,90.0,140.00,2020-08-13,2020-10-12,Y,1500000.0,1500000.0,100.0,174133246.0,116.09,1.77,
1455,集盛,109/08/18,3,477728562.0,40000000.0,5.24,10.72,2020-08-19,2020-10-17,Y,27999000.0,27999000.0,70.0,246168324.0,8.79,4.84,本公司為兼顧市場交易機制及維護整體股東權益，視股價變化及成交量執行分批買回庫藏股，考量買回期間股價已趨穩定又每日成交量不大，故未能執行完畢。
1313,聯成,109/08/31,1,4914538556.0,20000000.0,11.0,14.00,2020-08-07,2020-10-06,Y,20000000.0,,100.0,260178894.0,13.01,1.5,
4414,如興,109/09/22,3,1982360030.0,10000000.0,10.0,13.50,2020-09-23,2020-11-22,Y,1132000.0,1132000.0,11.32,13656945.0,12.06,0.14,為維護整體股東權益及兼顧市場機制，視股價變化於價格區間內採分批買回策略，故未執行完畢。
9946,三發地產,109/09/23,3,3356269526.0,6000000.0,12.67,26.00,2020-09-24,2020-11-03,Y,3899000.0,3899000.0,64.98,74503935.0,19.11,1.3,為維護整體股東權益並兼顧市場機制，視股價變化，於價格區間內採分批買回策略，故未執行完畢。
3543,州巧,109/10/08,3,2291707211.0,1500000.0,15.96,29.58,2020-10-12,2020-12-11,Y,765000.0,765000.0,51.0,18933668.0,24.75,0.85,"為維護股東權益並兼顧市場機制,視股價變化與市場成交量調整，故未執行完畢。"
5203,訊連,109/10/13,3,2816116637.0,2000000.0,90.0,140.00,2020-10-14,2020-12-13,Y,2000000.0,2000000.0,100.0,207799521.0,103.90,2.42,
8104,錸寶,109/11/03,1,1193737305.0,1000000.0,33.0,70.00,2020-11-04,2021-01-03,Y,1000000.0,,100.0,51486740.0,51.49,1.48,
2340,光磊,109/11/06,1,3103738614.0,7500000.0,16.7,35.20,2020-11-09,2021-01-08,Y,4294000.0,,57.25,109250710.0,25.44,1.13,為維護整體股東權益及兼顧市場機制，視股價變化於價格區間內採分批買回策略，故未執行完畢。
2460,建通,109/11/11,1,550384476.0,1500000.0,13.0,17.00,2020-11-12,2021-01-11,Y,1186000.0,,79.07,17441856.0,14.71,0.7,為兼顧市場機制，本公司視股價變化及成交量狀況，採分批買回策略，且買回期間部分交易日市場價格高於庫藏股買回執行價格區間上限，故未全數執行完畢。
1455,集盛,109/11/13,3,518304754.0,30000000.0,6.04,12.52,2020-11-16,2021-01-12,Y,18313000.0,18313000.0,61.04,170569117.0,9.31,3.33,本公司為兼顧市場交易機制及維護整體股東權益，視股價變化及成交量執行分批買回庫藏股，考量買回期間股價已趨穩定，故未能執行完畢。
2611,志信,109/11/13,3,623546046.0,2000000.0,4.96,8.00,2020-11-16,2021-01-15,Y,1174000.0,,58.7,8664551.0,7.38,0.68,股價超過董事會授權範圍。
6016,康和證,89/08/24,1,1560943116.0,5400000.0,10.0,20.00,2000-08-28,2000-09-27,Y,1700000.0,1700000.0,31.48,21008826.0,12.36,0.46,成交量不足對日後行情不確定因素增多
5512,力麒,89/09/01,3,2122757313.0,4600000.0,5.0,17.00,2000-09-04,2000-10-03,Y,3955000.0,3955000.0,85.98,37785029.0,9.55,1.37,執行期間因部分營業日漲幅逾當日漲幅一半之影響
4506,崇友,89/10/02,3,1438655000.0,6000000.0,10.0,20.00,2000-10-03,2000-11-02,Y,1769000.0,1769000.0,29.48,17714600.0,10.01,0.57,量能不足未達本公司預定買回之總數，另受經濟及非經濟因素之影響
5512,力麒,89/10/03,3,2122757313.0,4800000.0,6.4,12.40,2000-10-04,2000-11-03,Y,3403000.0,3403000.0,70.9,32368537.0,9.51,1.18,為部分營業日漲幅逾當日漲幅一半之限制及部分營業日交易量過小
4413,飛寶企業,89/10/04,3,34546000.0,500000.0,8.0,14.00,2000-10-16,2000-12-15,Y,453000.0,453000.0,90.6,3744200.0,8.27,1.51,
5328,華容,89/10/05,1,545138000.0,2500000.0,7.14,15.00,2000-10-06,2000-11-05,Y,2500000.0,2500000.0,100.0,28179168.0,11.27,1.79,
5386,青雲,89/10/06,1,43410971.0,1000000.0,7.84,18.90,2000-10-07,2000-11-06,Y,1000000.0,1000000.0,100.0,9328000.0,9.33,3.16,
6016,康和證,89/10/06,1,1560943116.0,10000000.0,8.4,15.00,2000-10-09,2000-11-08,Y,941000.0,941000.0,9.41,7938040.0,8.44,0.25,成交量低投入金額不明顯故先酌量買入
5443,均豪,89/10/11,1,149858000.0,2000000.0,17.71,37.82,2000-10-13,2000-11-12,Y,0.0,,0.0,0.0,0.00,0.0,"""因股市不穩定,為避免轉讓予員工價格過高,影響員工權益,暫不執行"
5410,國眾,89/10/13,1,494335861.0,3800000.0,9.0,18.00,2000-10-16,2000-12-15,Y,3487000.0,3487000.0,91.76,35715295.0,10.24,2.17,"""因股價波動,成交價格低於買回區間價格,致無法全數買回."""
5344,立衛,89/10/23,1,166054000.0,5000000.0,6.76,14.09,2000-10-25,2000-12-24,Y,5000000.0,5000000.0,100.0,44272851.0,8.85,2.5,
4503,金雨,89/10/24,1,234747000.0,5000000.0,7.0,11.55,2000-10-25,2000-12-24,Y,1185000.0,1185000.0,23.7,12929687.0,10.91,2.24,每日成交數量太少以玫無法買足預定數量
4303,信立,89/10/30,1,103382420.0,5000000.0,4.5,7.50,2000-11-01,2000-12-31,Y,5000000.0,5000000.0,100.0,23140844.0,4.63,3.74,
5512,力麒,89/11/04,3,2122191221.0,9000000.0,6.3,14.20,2000-11-04,2001-01-03,Y,8642000.0,8642000.0,96.02,121296771.0,14.04,3.0,因部分營業日交易量過小所致
5353,台林,89/11/07,1,1121527000.0,5000000.0,20.0,25.00,2000-11-09,2001-01-08,Y,2292000.0,2292000.0,45.84,50279438.0,21.94,2.41,已買回之股份已達穩定股價目的
5314,世紀,89/11/08,1,1387362000.0,6000000.0,16.5,30.00,2000-11-09,2001-01-08,Y,810000.0,810000.0,13.5,13229420.0,16.33,0.53,"""由於股市持續下滑,考量轉讓員工價格高及員工意願,董事會決議取?"
5201,凱衛,89/11/09,1,54318000.0,1800000.0,15.0,30.00,2000-11-10,2001-01-09,Y,1800000.0,1800000.0,100.0,28398000.0,15.78,4.4,
5443,均豪,89/11/10,1,450118000.0,2000000.0,15.89,33.24,2000-11-13,2001-01-12,Y,414000.0,414000.0,20.7,8341000.0,20.15,0.52,"""股價波動,兼顧股東權益與員工認股意願且因交易限制規定"""
5604,中連貨,89/11/13,3,481227296.0,4000000.0,13.0,7.00,2000-11-14,2001-01-13,Y,2603000.0,2603000.0,65.08,24704775.0,9.49,1.01,執行期間採低接為原則，致部份買單未能撮合成交，乃未能全數買回
4506,崇友,89/11/20,3,1438655.0,6000000.0,6.65,14.35,2000-11-21,2001-01-20,Y,4359000.0,4359000.0,72.65,37137050.0,8.52,1.4,因市場熱絡本工司之股價亦隨著股市行情有逐漸趨於合理價位之趨
6016,康和證,89/11/21,1,1412612000.0,5000000.0,4.8,12.00,2000-11-23,2001-01-22,Y,4689000.0,4689000.0,93.78,32004791.0,6.83,1.09,成交量低
5314,世紀,89/11/22,1,1387362000.0,5000000.0,10.7,30.00,2000-11-23,2001-01-22,Y,372000.0,372000.0,7.44,5483401.0,14.74,0.24,"""執行期間受金融信用及產葉影響,考量有波及未來營運,未能全數買?"
5202,力新,89/11/23,1,198611000.0,1000000.0,18.0,45.00,2000-11-24,2001-01-23,Y,894000.0,894000.0,89.4,21166226.0,23.68,1.64,因執行期間股價波動致部份買單未能成交
4417,金洲,89/12/01,3,83977207.0,3000000.0,6.5,15.80,2000-12-02,2001-02-01,Y,1577000.0,1577000.0,52.57,15341170.0,9.73,4.21,本期間平均收盤價9.8元高於本公司欲買回價格故未全數買回
4402,福大,89/12/04,1,104183763.0,7600000.0,3.36,10.00,2000-12-05,2001-02-04,Y,4974000.0,4974000.0,65.45,30193023.0,6.07,4.57,"""買回期間公開市場委賣數量太少,無法買足。"""
5603,陸海,89/12/04,1,155394000.0,2000000.0,8.0,10.50,2000-12-06,2001-02-05,Y,1991000.0,1991000.0,99.55,19997532.0,10.04,3.03,未執行部份九、○○○股為期限屆滿時未及成交
5328,華容,89/12/11,1,872748000.0,2500000.0,3.71,11.30,2000-12-12,2001-02-11,Y,1480000.0,1480000.0,59.2,12195403.0,8.24,1.06,執行期間成交價格與本公司公告申報買回區間價格不符
5201,凱衛,89/12/14,1,54318000.0,1440000.0,10.0,18.00,2000-12-15,2001-02-14,Y,1440000.0,1440000.0,100.0,18732729.0,13.01,0.35,
4503,金雨,89/12/27,1,187303000.0,4000000.0,7.25,16.20,2000-12-28,2001-02-27,Y,557000.0,557000.0,13.93,5789190.0,10.39,1.05,市場成交量太少以玫無法執行完成
5604,中連貨,90/02/09,3,305120798.0,1400000.0,9.0,13.00,2001-02-10,2001-04-09,Y,0.0,0.0,0.0,0.0,0.00,0.0,執行庫藏股期間本公司股價並無跌至本公司預計大量買回之價位
6016,康和證,90/02/14,1,1412612000.0,5000000.0,5.7,12.00,2001-02-19,2001-04-18,Y,5000000.0,5000000.0,100.0,48888372.0,9.77,1.15,
5201,凱衛,90/02/16,1,54318000.0,260000.0,12.0,20.00,2001-02-20,2001-04-19,Y,80000.0,80000.0,30.77,1266390.0,15.83,0.2,因市價波動部份買單未能撮合致未能按預定數量全數買回
6186,新潤,90/02/16,1,130991720.0,2000000.0,34.0,62.00,2001-02-22,2001-04-10,Y,95000.0,95000.0,4.75,4550750.0,47.90,0.26,考量到公司員工可能因認購股價過高影響到本公司轉讓予員工之計劃
4503,金雨,90/03/05,1,187303000.0,3000000.0,7.7,16.35,2001-03-05,2001-05-04,Y,649000.0,649000.0,21.63,8511615.0,13.11,1.23,"""市場成交量不足, 致無法買足前述數量"""
6016,康和證,90/04/17,3,1492713000.0,10000000.0,7.7,15.00,2001-04-19,2001-06-18,Y,7451000.0,7451000.0,74.51,51909398.0,6.97,1.74,"""階段性買回,有下單未成交"""
4417,金洲,90/05/07,1,77690493.0,1000000.0,5.04,11.95,2001-05-08,2001-07-07,Y,1000000.0,1000000.0,100.0,7795231.0,7.80,2.31,
4506,崇友,90/05/14,3,1219720116.0,6000000.0,9.0,15.00,2001-05-15,2001-07-14,Y,5077000.0,5077000.0,84.62,47550700.0,9.37,1.67,遇到公司除息公告日5/23日依規定於除息公告期前二日止不得買回
5604,中連貨,90/05/19,3,354976149.0,2000000.0,9.0,10.50,2001-05-21,2001-07-20,Y,2000000.0,2000000.0,100.0,20945825.0,10.47,0.79,
6016,康和證,90/06/18,3,1254060000.0,10000000.0,5.0,10.50,2001-06-20,2001-08-19,Y,10000000.0,10000000.0,100.0,62022921.0,6.20,2.22,
5603,陸海,90/06/21,1,161025846.0,2000000.0,5.0,7.00,2001-06-26,2001-08-25,Y,2000000.0,2000000.0,100.0,11772363.0,5.89,3.04,
5310,天剛,90/06/26,1,374148405.0,3000000.0,8.0,17.00,2001-06-27,2001-08-26,Y,2000000.0,2000000.0,66.67,22638601.0,11.32,2.5,成交量低迷，購入成本過高。
5604,中連貨,90/06/30,3,335527346.0,2500000.0,9.5,10.50,2001-07-02,2001-08-17,Y,1900000.0,1900000.0,76.0,19943740.0,10.50,0.73,執行期間已就買回上限下單惟市場部份委賣價高於所定區間價格上限
5455,昇益,90/08/15,1,98469284.0,2000000.0,9.2,19.80,2001-08-17,2001-10-16,Y,2000000.0,2000000.0,100.0,17030150.0,8.52,3.22,
6016,康和證,90/08/16,3,1171766000.0,19500000.0,5.0,9.80,2001-08-20,2001-10-19,Y,19500000.0,19500000.0,100.0,130172507.0,6.68,3.93,
5604,中連貨,90/08/17,3,383069195.0,1500000.0,9.5,10.50,2001-08-20,2001-10-05,Y,1456000.0,1456000.0,97.07,15291160.0,10.50,0.56,執行期間已就買回上限下單惟市場部份委賣價高於所定區間價格上限
4609,唐鋒,90/09/13,1,62419604.0,1000000.0,7.0,13.50,2001-09-14,2001-11-13,Y,295000.0,295000.0,29.5,3068621.0,10.40,0.63,股價上下波動限時限價限量掛單買進致部份買單未能按預期全數買進
5604,中連貨,90/10/06,3,383069195.0,1200000.0,9.5,10.50,2001-10-08,2001-11-16,Y,674000.0,674000.0,56.17,7076064.0,10.50,0.26,執行期間已就買回上限下單惟市場部份委賣價高於所定區間價格上限
4502,健信,90/10/08,1,324181088.0,1700000.0,3.82,9.20,2001-10-11,2001-12-10,Y,1722000.0,1722000.0,101.29,9872256.0,5.73,1.64,
6109,亞元,90/10/10,1,126618210.0,500000.0,10.4,15.60,2001-10-15,2001-12-14,Y,41000.0,41000.0,8.2,559592.0,13.65,0.1,原計劃於買回期間分批買回，惟買回部份股份後，股市行情走揚。
6016,康和證,90/10/12,3,1171766000.0,16000000.0,5.1,9.20,2001-10-16,2001-12-15,Y,11680000.0,11680000.0,73.0,85551530.0,7.32,2.44,市價已高於可買回最高價格
5410,國眾,90/10/16,3,93936142.0,5000000.0,3.0,10.00,2001-10-17,2001-12-16,Y,4149000.0,4149000.0,82.98,25085012.0,6.05,4.96,"""執行期間股價大幅回升,且考量價格穩定,故未執行完畢."""
5443,均豪,90/10/25,1,340589000.0,3000000.0,4.7,11.70,2001-10-30,2001-12-29,Y,453000.0,453000.0,15.1,3687648.0,8.14,0.42,股價短期漲幅高達44%顧及股東權益及員工未來認股意願而未執行完
8932,宏大,90/10/30,1,57333810.0,2000000.0,6.0,12.00,2002-10-31,2002-12-30,Y,2000000.0,2000000.0,100.0,16930622.0,8.47,5.03,
5604,中連貨,90/11/17,3,426141930.0,1500000.0,9.5,10.50,2001-11-19,2002-01-18,Y,653000.0,653000.0,43.53,6836864.0,10.47,0.25,因股市好轉，本公司股價逐漸回升，為顧及股東權益，故未全數買回
4609,唐鋒,90/11/26,1,81362301.0,1000000.0,7.0,12.00,2001-11-27,2002-01-25,Y,997000.0,997000.0,99.7,10544374.0,10.58,2.06,最後3張買單，電腦未能撮合成交
4503,金雨,90/12/03,1,98126000.0,2000000.0,7.35,15.60,2001-12-04,2002-02-03,Y,606000.0,606000.0,30.3,7836034.0,12.93,1.15,市場成交量較低且股價及流通性已適度維持穩定所以未全部執行完畢
4506,崇友,90/12/03,3,1499160870.0,3000000.0,8.1,12.20,2001-12-04,2002-01-03,Y,2495000.0,2495000.0,83.17,24645489.0,9.88,0.83,乃因立委及縣市長選舉後，投資者對於市場行情恢復信心。
4707,磐亞,90/12/19,3,499719886.0,2000000.0,5.5,11.35,2001-12-20,2002-02-06,Y,387000.0,387000.0,19.35,4172289.0,10.78,0.61,執行期間價格達買回區間價格上限且成交量稍嫌不足致無法全數買回
6016,康和證,90/12/20,3,1072010000.0,10000000.0,7.0,13.90,2001-12-24,2002-02-22,Y,1907000.0,1907000.0,19.07,18390863.0,9.64,0.4,委託下單價格因行情波動未能成交
5508,永信建,91/01/02,3,696719275.0,10000000.0,8.5,13.50,2002-01-07,2002-03-06,Y,10000000.0,10000000.0,100.0,114394730.0,11.44,4.63,
5206,坤悅,91/01/21,1,24193994.0,1500000.0,10.0,15.00,2002-01-23,2002-03-22,Y,515034.0,515034.0,34.34,6793368.0,13.19,0.97,"買回期間成交量小,公司考量價格穩定因素,未執行完畢"
5820,日盛金,91/02/05,1,8729750505.0,20000000.0,7.2,13.30,2002-02-06,2002-04-05,Y,20000000.0,20000000.0,100.0,188691096.0,9.43,0.91,
5310,天剛,91/02/18,1,400754708.0,3000000.0,16.0,33.00,2002-02-19,2002-04-18,Y,1189000.0,1189000.0,39.63,26660921.0,22.42,1.4,自三月中旬，股價已超過買回價格上限，致無法買進。
6016,康和證,91/03/07,1,1097397000.0,5000000.0,8.6,16.00,2002-03-11,2002-05-10,Y,5000000.0,5000000.0,100.0,67150502.0,13.43,1.12,
4707,磐亞,91/03/12,1,499719886.0,1613000.0,8.4,17.20,2002-03-13,2002-05-10,Y,302000.0,302000.0,18.72,5076216.0,16.80,0.48,"""執行期間價格達買回區間價格上限,致無法按預定數量全數買回"""
5902,德記,91/04/04,3,644781752.0,17351000.0,6.0,11.00,2002-04-08,2002-06-07,Y,3112000.0,3112000.0,17.94,28241974.0,9.08,1.79,"""因市場持有人惜售致交易量不足,將提董事會決議續行"""
4510,高鋒,91/04/29,1,443779208.0,2091000.0,16.0,26.50,2002-04-30,2002-06-29,Y,1000000.0,1000000.0,47.82,21225099.0,21.23,1.43,考量股價維持穩定並顧及股東權益及員工認股意願
4503,金雨,91/05/21,1,116950000.0,2000000.0,10.5,19.34,2002-05-23,2002-07-22,Y,187000.0,187000.0,9.35,2409074.0,12.88,0.35,接獲訂單量大幅增加所需營運資金劇增為免資金排擠所以未執行完畢
5438,東友,91/05/30,1,165698000.0,2750000.0,50.0,70.00,2002-06-04,2002-08-02,Y,2104000.0,2104000.0,76.51,141384588.0,67.20,3.23,"本司以165,698仟元為買回之上限"
4905,台聯電,91/06/04,1,144568971.0,3000000.0,13.58,30.38,2002-06-05,2002-08-04,Y,2539000.0,2539000.0,84.63,47763580.0,18.81,3.93,"因執行期間股價未符合預期買回價格,致未予以全部執行完畢"
5902,德記,91/06/24,3,628564752.0,13881000.0,6.0,13.00,2002-06-24,2002-08-23,Y,3266000.0,3266000.0,23.53,29005838.0,8.88,1.88,執行期間股價平穩且為考量股東權益狀況下
5403,中菲,91/06/27,1,53519429.0,2000000.0,16.0,26.00,2002-07-01,2002-08-30,Y,1000000.0,1000000.0,50.0,22992919.0,22.99,3.22,為維護員工合理之轉換價格，採較低進價買進，部分買單無法撮合成
